#time,flux,flux_err
220.196169243,1.000259161,0.000264986
220.216602881,1.000311375,0.000264990
220.237036419,1.000645280,0.000265007
220.257470157,1.000700831,0.000265008
220.277903794,1.000504971,0.000265002
220.298337331,1.000354767,0.000264990
220.318770968,1.000663996,0.000265008
220.339204704,1.000057936,0.000264966
220.359638340,1.000209093,0.000264975
220.380071876,1.000544190,0.000264998
220.400505612,1.000592828,0.000265012
220.420939247,0.999899387,0.000264949
220.441372782,1.000413299,0.000264983
220.461806517,1.000156403,0.000264968
220.482240151,1.000018835,0.000264952
220.523107319,1.000156522,0.000264979
220.543541053,1.000132918,0.000264976
220.563974586,1.000468850,0.000264984
220.584408219,1.000148416,0.000265002
220.604841952,1.000345469,0.000265093
220.625275484,0.999963820,0.000264954
220.645709116,1.000908971,0.000265127
220.666142748,1.000566959,0.000265098
220.686576479,1.000102282,0.000265014
220.707010010,1.000460744,0.000265101
220.727443641,1.000058413,0.000265064
220.747877372,1.000386000,0.000265054
220.768310902,1.000168324,0.000265045
220.788744532,1.000187516,0.000265058
220.809178062,1.000435233,0.000265060
220.829611791,1.000671744,0.000265113
220.850045420,1.000577092,0.000265094
220.890912678,1.000412464,0.000265102
220.911346306,1.000049353,0.000265043
220.931779934,0.999765038,0.000265034
220.952213462,1.000017643,0.000265061
220.972647189,1.000455856,0.000265096
220.993080816,0.999886453,0.000265049
221.013514343,1.000128984,0.000265063
221.033948069,0.999513030,0.000265032
221.054381695,1.000295997,0.000265075
221.074815221,1.000027418,0.000265071
221.095248847,0.999846101,0.000265038
221.115682572,1.000482678,0.000265101
221.136116097,1.000038862,0.000265100
221.156549722,0.999799728,0.000265046
221.176983446,0.999953091,0.000265054
221.197417070,1.000218511,0.000265070
221.217850594,1.000388026,0.000265095
221.238284317,1.000573039,0.000265103
221.258717941,0.999994516,0.000265053
221.279151463,1.000611186,0.000265083
221.299585086,1.000571847,0.000265094
221.320018708,1.000321865,0.000265090
221.340452330,1.000363111,0.000265066
221.360885952,1.000568271,0.000265112
221.381319574,1.000476837,0.000265087
221.401753195,1.000282645,0.000265073
221.422186815,1.000350595,0.000265077
221.442620336,1.000400305,0.000265070
221.463054056,1.000405312,0.000265064
221.483487676,1.000410318,0.000265085
221.503921196,1.000366330,0.000265090
221.524354915,1.000364184,0.000265068
221.544788534,1.000334740,0.000265071
221.565222053,1.000448704,0.000265068
221.585655671,1.000322938,0.000265049
221.606089390,1.000021935,0.000265030
221.626522908,1.000491500,0.000265082
221.646956525,0.999774337,0.000265048
221.667390242,1.000113487,0.000265069
221.687823859,1.000288010,0.000265082
221.708257376,1.000041962,0.000265071
221.728690993,1.000333071,0.000265082
221.749124709,1.000449777,0.000265088
221.769558224,1.000033855,0.000265058
221.789991840,1.000609159,0.000265116
221.810425555,1.000420094,0.000265084
221.830859070,1.000875115,0.000265109
221.851292685,1.000231028,0.000265054
221.871726199,1.000043511,0.000265056
221.892159913,1.000268102,0.000265070
221.912593527,1.000319958,0.000265062
221.933027140,1.000387549,0.000265076
221.953460754,1.000523686,0.000265096
221.973894366,1.000200510,0.000265081
221.994327979,1.000702977,0.000265098
222.014761491,0.999912262,0.000265044
222.035195203,1.000526190,0.000265094
222.055628815,1.001133323,0.000265135
222.076062326,1.000419378,0.000265070
222.096496037,1.000281096,0.000265028
222.116929648,1.000627995,0.000265076
222.137363159,1.000292301,0.000265070
222.157796869,1.001016498,0.000265091
222.178230479,1.000014305,0.000265026
222.198664088,1.000598311,0.000265069
222.219097598,1.000166655,0.000265037
222.239531307,1.000628710,0.000265086
222.259964915,1.000352502,0.000265046
222.280398424,1.000743270,0.000265084
222.300832132,1.000661254,0.000265059
222.321265740,1.000415802,0.000265068
222.341699247,1.000457644,0.000265057
222.362132855,1.000637293,0.000265064
222.403000068,1.000766754,0.000265036
222.423433675,1.000515223,0.000265056
222.443867381,1.000697017,0.000265086
222.464300886,1.000226378,0.000265048
222.484734492,1.000550985,0.000265067
222.505168097,1.000442982,0.000265068
222.525601802,1.000526071,0.000265035
222.546035306,1.000419378,0.000265041
222.566468911,1.000846744,0.000265072
222.586902615,1.000758052,0.000265034
222.607336118,1.000518918,0.000265051
222.627769722,1.000556588,0.000265075
222.648203325,1.000715256,0.000265064
222.668636928,1.000732064,0.000265064
222.689070530,1.000349522,0.000265083
222.729937734,1.000154614,0.000265000
222.750371336,1.000890374,0.000265099
222.770804937,1.000314474,0.000265016
222.791238438,1.000562906,0.000265058
222.811672139,1.000252366,0.000265013
222.832105640,1.000251055,0.000264983
222.872972940,1.001105309,0.000265057
222.893406439,1.000933290,0.000265054
222.913840038,1.000413895,0.000265010
222.934273737,1.000464439,0.000265007
222.954707236,1.000507593,0.000264992
222.975140834,1.000937581,0.000265050
223.016008030,1.000627756,0.000265034
223.036441627,1.000692368,0.000265030
223.056875225,1.000723481,0.000265002
223.077308922,1.001275301,0.000265071
223.097742418,1.000669837,0.000265052
223.118176014,1.001207232,0.000265076
223.138609510,1.000879645,0.000265016
223.159043206,1.001299381,0.000265052
223.179476802,1.000916004,0.000265039
223.199910297,1.001200080,0.000265071
223.240777586,1.000915527,0.000265048
223.261211180,1.001141906,0.000265066
223.281644674,1.001288652,0.000265082
223.302078368,1.001020074,0.000265069
223.322511961,1.000527501,0.000265008
223.342945454,1.001049042,0.000265039
223.363379147,1.001215577,0.000265063
223.404246232,1.000700831,0.000265021
223.424679823,1.001219988,0.000265064
223.445113515,1.000608325,0.000264973
223.465547006,1.000666857,0.000265019
223.874218769,1.000598192,0.000265022
223.894652354,1.000807047,0.000265052
223.915085839,1.001069069,0.000265055
223.935519523,1.000368118,0.000264987
223.955953107,1.000765681,0.000265057
223.976386591,1.000505805,0.000265021
223.996820275,1.000420213,0.000264999
224.017253858,1.000775218,0.000265032
224.037687441,1.000933528,0.000265032
224.058120924,1.000615358,0.000264996
224.078554606,1.000937223,0.000265054
224.098988188,1.000832796,0.000265042
224.119421670,1.001176715,0.000265054
224.139855351,1.001183033,0.000265054
224.160288833,1.000550508,0.000265008
224.180722413,1.001234055,0.000265072
224.201155994,1.000780225,0.000265035
224.221589574,1.000687599,0.000265022
224.242023154,1.000522733,0.000265018
224.262456734,1.000580907,0.000265018
224.282890313,1.000521183,0.000264915
224.303323892,1.000867248,0.000264999
224.323757471,1.000409722,0.000264993
224.364624628,1.000460505,0.000264998
224.385058206,1.000652552,0.000264995
224.405491683,1.000566244,0.000264972
224.425925361,1.000674725,0.000264966
224.446358938,1.000911951,0.000264998
224.466792415,1.000708818,0.000264966
224.487225991,1.000178337,0.000264942
224.507659667,1.000639081,0.000265008
224.528093143,1.000593543,0.000264963
224.548526719,1.000778317,0.000265021
224.568960394,1.000925064,0.000265004
224.589393969,1.000850916,0.000264991
224.609827443,1.000657797,0.000264993
224.630261018,1.000374198,0.000264979
224.650694692,1.000670195,0.000264963
224.671128166,1.000472665,0.000264958
224.691561739,1.000378966,0.000264955
224.711995412,1.000466585,0.000264992
224.732428885,1.000996828,0.000265023
224.752862458,0.999779582,0.000264917
224.773296130,1.000345230,0.000264978
224.793729602,1.000780582,0.000264991
224.814163174,1.000583172,0.000264969
224.834596745,1.000430584,0.000264974
224.855030416,1.000586987,0.000264985
224.875463887,1.000162840,0.000264960
224.895897458,1.000713587,0.000264979
224.916331128,1.000242233,0.000264936
224.936764598,1.000634670,0.000264963
224.957198167,1.001077652,0.000265017
224.977631637,1.000665307,0.000264982
224.998065306,1.000586867,0.000264963
225.018498874,1.000599504,0.000264974
225.038932443,1.000315905,0.000264944
225.059366011,1.000858307,0.000264949
225.079799579,1.000872850,0.000264933
225.100233146,1.000949264,0.000264990
225.120666613,1.000065207,0.000264940
225.141100280,1.000270128,0.000264906
225.161533847,1.000011444,0.000264921
225.181967313,1.000174999,0.000264877
225.202400980,1.000397921,0.000264898
225.222834545,1.000605583,0.000264934
225.243268011,0.999898493,0.000264861
225.263701576,1.000216722,0.000264906
225.284135241,1.000136971,0.000264903
225.304568705,1.000150204,0.000264910
225.325002270,1.000428200,0.000264941
225.345435933,1.000391245,0.000264951
225.365869497,1.000082374,0.000264913
225.406736524,1.000279069,0.000264897
225.427170187,1.000637770,0.000264947
225.447603649,1.000604510,0.000264936
225.468037211,1.001239538,0.000264984
225.488470873,1.000786662,0.000264932
225.508904335,1.000257254,0.000264945
225.529337896,1.000912070,0.000264985
225.549771457,1.000492334,0.000264960
225.570205018,1.000554681,0.000264979
225.590638578,1.000627875,0.000264961
225.611072138,1.000762224,0.000264967
225.631505698,1.000252604,0.000264971
225.651939258,1.000314951,0.000264955
225.672372817,1.001039505,0.000264952
225.692806376,1.001156092,0.000264945
225.713239935,1.000195503,0.000264879
225.733673393,1.000866771,0.000264903
225.754106951,1.000787497,0.000264952
225.774540609,1.000801206,0.000264930
225.794974066,1.001164794,0.000264952
225.815407623,1.000614643,0.000264955
225.835841280,1.000554442,0.000264898
225.856274736,1.000583768,0.000264938
225.876708293,1.000209332,0.000264904
225.897141849,1.000840902,0.000264937
225.917575504,1.000756979,0.000264944
225.938008960,1.000595808,0.000264940
225.958442515,1.000857830,0.000264924
225.978876170,1.000350952,0.000264914
225.999309624,1.000845313,0.000264949
226.019743178,1.001362801,0.000264978
226.040176632,1.000866771,0.000264937
226.060610286,1.000734210,0.000264915
226.081043839,1.000567913,0.000264913
226.101477392,1.001032710,0.000264960
226.121910945,1.000942230,0.000264968
226.162778049,1.001062393,0.000264876
226.183211501,1.000940204,0.000264926
226.224078704,1.001349449,0.000264954
226.244512155,1.001510382,0.000264983
226.264945805,1.000992894,0.000264962
226.285379356,1.000721097,0.000264912
226.305812806,1.000723362,0.000264895
226.326246355,1.000793457,0.000264907
226.346680005,1.001453996,0.000264968
226.367113554,1.001365423,0.000264957
226.407980652,1.000984192,0.000264938
226.428414200,1.000623703,0.000264933
226.448847648,1.000959516,0.000264950
226.469281195,1.001206994,0.000264943
226.489714843,1.001707196,0.000264987
226.510148290,1.000849724,0.000264897
226.530581836,1.002164245,0.000264976
226.551015483,1.001026392,0.000264906
226.571448929,1.001122117,0.000264941
226.612316021,1.000844002,0.000264888
226.632749566,1.001029849,0.000264876
226.653183111,1.000964880,0.000264922
226.673616656,1.001094818,0.000264911
226.694050300,1.001236320,0.000264953
226.714483744,1.000686288,0.000264868
226.734917288,1.001032114,0.000264950
226.755350931,1.001478434,0.000264904
226.796217917,1.000769496,0.000264902
226.857518544,1.000498772,0.000264887
226.877952086,1.001224399,0.000264922
226.898385627,1.000898242,0.000264876
226.918819168,1.001183510,0.000264938
226.939252709,1.001077652,0.000264913
226.959686150,1.000595093,0.000264868
226.980119790,1.000953674,0.000264917
227.000553330,1.001099944,0.000264878
227.020986770,1.000874758,0.000264859
227.041420409,1.000698209,0.000264851
227.061853848,1.001120329,0.000264947
227.082287387,1.001136661,0.000264931
227.102720925,1.000957251,0.000264909
227.123154563,1.000869036,0.000264891
227.143588001,1.000320435,0.000264874
227.164021539,1.000398397,0.000264910
227.184455076,1.000847340,0.000264934
227.204888613,1.001070976,0.000264921
227.225322150,1.000875115,0.000264918
227.245755586,1.001717210,0.000264955
227.266189222,1.000947237,0.000264912
227.286622758,1.000680923,0.000264835
227.307056193,1.000265718,0.000264827
227.327489829,1.000498056,0.000264820
227.347923363,1.000559330,0.000264870
227.368356798,1.000854492,0.000264858
227.388790332,1.000356078,0.000264827
227.409223966,1.000954747,0.000264948
227.429657500,1.000408173,0.000264872
227.450090934,1.001055360,0.000264935
227.470524566,1.000770569,0.000264894
227.490958099,1.000728846,0.000264880
227.511391532,1.001085043,0.000264902
227.531825164,1.000573754,0.000264838
227.552258696,1.000748515,0.000264878
227.572692128,1.000774622,0.000264799
227.593125659,1.000516891,0.000264677
227.613559290,1.000497818,0.000264834
227.633992721,1.000438333,0.000264814
227.654426251,0.999980330,0.000264721
227.674859881,1.000528693,0.000264713
227.695293311,1.002081871,0.000264961
227.715726841,1.000670195,0.000264843
227.736160370,1.000791192,0.000264813
227.756593999,1.002030015,0.000264928
227.777027427,1.000333190,0.000264696
227.797460956,1.000385642,0.000264715
227.817894584,1.000568867,0.000264798
227.838328012,1.000301719,0.000264830
227.858761539,1.000990152,0.000264868
227.879194966,1.000594854,0.000264831
227.899628593,1.000448465,0.000264735
227.920062120,1.000058651,0.000264661
227.940495646,1.000734210,0.000264618
227.960929172,1.000237226,0.000264805
227.981362698,1.001842856,0.000264882
228.001796223,1.000651598,0.000264793
228.022229648,1.000653148,0.000264690
228.042663273,0.999758065,0.000264635
228.063096797,1.000724554,0.000264696
228.083530222,1.000529051,0.000264719
228.103963846,1.000985026,0.000264887
228.124397369,1.000376463,0.000264689
228.144830792,0.999923110,0.000264658
228.165264315,1.000893950,0.000264700
228.185697938,1.000429392,0.000264679
228.206131460,0.999823809,0.000264658
228.226564883,1.001640201,0.000264802
228.246998504,1.000529408,0.000264689
228.267432026,1.000704288,0.000264649
228.287865447,0.999953210,0.000264628
228.308298968,1.000466704,0.000264669
228.328732589,1.000211596,0.000264625
228.349166009,1.000412822,0.000264634
228.390033149,1.000534415,0.000264677
228.410466568,1.000775695,0.000264666
228.430900088,1.000148654,0.000264636
228.451333606,1.000949860,0.000264683
228.471767125,1.000364780,0.000264680
228.492200643,1.000582576,0.000264692
228.512634161,1.000309110,0.000264651
228.533067779,1.000592232,0.000264684
228.553501196,1.000437379,0.000264638
228.573934613,1.000379443,0.000264614
228.594368230,1.000186324,0.000264613
228.614801746,0.999927402,0.000264602
228.635235263,1.000375032,0.000264628
228.655668678,1.000048161,0.000264591
228.676102294,1.000186324,0.000264579
228.696535709,1.000200152,0.000264591
228.716969224,1.000537753,0.000264595
228.737402839,1.000054359,0.000264569
228.778269768,1.000346541,0.000264598
228.798703281,1.000135899,0.000264592
228.819136895,1.000342965,0.000264622
228.839570308,1.000029445,0.000264596
228.860003821,1.000068665,0.000264607
228.880437434,0.999805629,0.000264625
228.900870846,1.000564337,0.000264653
228.921304358,0.999857903,0.000264601
228.941737869,0.999987185,0.000264590
228.962171381,0.999725819,0.000264555
228.982604892,1.000082970,0.000264619
229.003038403,0.999861956,0.000264583
229.023471913,1.000571966,0.000264585
229.043905424,1.000166416,0.000264573
229.064338934,0.999936104,0.000264559
229.084772343,0.999523103,0.000264528
229.105205953,1.000099421,0.000264562
229.125639462,1.000077486,0.000264618
229.146072871,1.000155687,0.000264588
229.166506479,1.000053406,0.000264614
229.186939987,0.999701083,0.000264567
229.207373395,1.000158072,0.000264613
229.227806902,1.000154495,0.000264596
229.248240510,0.999836683,0.000264532
229.268674017,1.000087857,0.000264597
229.289107423,0.999721944,0.000264580
229.309541030,0.999770641,0.000264588
229.329974536,0.999910116,0.000264548
229.350407942,1.000431895,0.000264638
229.391275052,0.999505043,0.000264574
229.411708457,1.000650525,0.000264609
229.432141962,0.999673069,0.000264533
229.452575566,0.999745011,0.000264518
229.473008970,1.000134468,0.000264491
229.493442474,0.999720752,0.000264497
229.513875977,0.999880672,0.000264576
229.534309580,0.999636769,0.000264530
229.554742983,0.999485075,0.000264545
229.575176486,0.999615312,0.000264531
229.595610088,0.999493480,0.000264537
229.616043490,0.999348521,0.000264551
229.636476991,0.999792933,0.000264539
229.656910593,0.999753118,0.000264537
229.677343994,0.999084592,0.000264561
229.697777494,0.999701202,0.000264574
229.718210995,0.999709904,0.000264564
229.738644495,0.999408901,0.000264512
229.759077995,0.999621451,0.000264542
229.779511494,0.999727666,0.000264520
229.799944994,0.999880672,0.000264552
229.840811991,0.999201655,0.000264497
229.861245390,0.999595284,0.000264504
229.881678988,0.999244750,0.000264511
229.902112486,0.999371827,0.000264503
229.922545883,0.999523222,0.000264511
229.942979480,0.999208450,0.000264545
229.963412977,0.999321759,0.000264524
229.983846374,0.998953164,0.000264412
230.004279870,0.987134635,0.000263538
230.024713366,0.930196702,0.000258994
230.045146962,0.841563940,0.000251797
230.065580357,0.735273898,0.000243055
230.086013852,0.622654855,0.000233135
230.106447347,0.528519154,0.000224748
230.126880841,0.572493076,0.000228823
230.147314236,0.684097052,0.000238562
230.167747830,0.793990910,0.000248099
230.188181323,0.892135322,0.000256003
230.229048309,0.998490453,0.000264411
230.249481802,1.000452757,0.000264587
230.269915295,0.999452889,0.000264504
230.290348687,0.999184668,0.000264462
231.393756721,0.997035325,0.000263306
231.434623672,0.997009814,0.000263426
231.455057148,0.997716427,0.000263454
231.475490623,0.997058809,0.000263437
231.495924097,0.997315109,0.000263472
231.516357572,0.998122096,0.000263582
231.536791046,0.997656345,0.000263556
231.557224419,0.997676909,0.000263555
231.577657993,0.997797668,0.000263636
231.598091366,0.997165680,0.000263589
231.638958411,0.997720778,0.000263706
231.659391884,0.997625411,0.000263756
231.679825256,0.997574747,0.000263797
231.700258727,0.997999489,0.000263857
231.720692299,0.997766733,0.000263820
231.741125670,0.997683465,0.000263851
231.761559140,0.997742891,0.000263877
231.781992711,0.997891724,0.000263894
231.802426081,0.998064458,0.000263889
231.822859551,0.997968316,0.000263960
231.843293021,0.999126375,0.000264038
231.863726490,0.997997522,0.000263950
231.884159959,0.997813642,0.000264036
231.904593428,0.997693121,0.000264009
231.925026996,0.997862995,0.000264041
231.945460364,0.997681320,0.000264049
231.965893832,0.997791648,0.000264142
232.006760767,0.998097897,0.000264193
232.047627600,0.998317122,0.000264147
232.068061167,0.998096168,0.000264224
232.088494632,0.998318195,0.000264220
232.108928098,0.998633862,0.000264218
232.129361564,0.997855842,0.000264181
232.149795029,0.998988271,0.000264266
232.170228494,0.998576343,0.000264265
232.190661858,0.998733521,0.000264263
232.211095422,0.998254538,0.000264257
232.231528886,0.998223901,0.000264276
232.251962250,0.998142958,0.000264343
232.272395813,0.998440504,0.000264348
232.292829276,0.997770429,0.000264267
232.313262639,0.998484135,0.000264356
232.333696102,0.998082042,0.000264275
232.354129664,0.998553991,0.000264339
232.374563026,0.998411596,0.000264337
232.394996487,0.998309672,0.000264308
232.415430049,0.998454511,0.000264393
232.435863510,0.998451948,0.000264339
232.476730331,0.998519540,0.000264397
232.497163891,0.998694658,0.000264379
232.517597251,0.998207390,0.000264347
232.538030710,0.998327196,0.000264368
232.558464269,0.998405576,0.000264349
232.578897628,0.998476386,0.000264390
232.599331087,0.998820901,0.000264399
232.619764545,0.998653650,0.000264369
232.640198003,0.998376191,0.000264427
232.660631461,0.998657942,0.000264384
232.681064918,0.998536944,0.000264446
232.701498376,0.998307824,0.000264434
232.721931833,0.998567462,0.000264456
232.742365289,0.999127269,0.000264504
232.762798645,0.998346865,0.000264421
232.803665657,0.998531401,0.000264341
232.824099012,0.998657942,0.000264352
232.844532567,0.999163270,0.000264387
232.864966022,0.999097168,0.000264374
232.885399477,0.998906434,0.000264432
232.905832931,0.998727143,0.000264391
232.926266285,0.999328732,0.000264397
232.946699738,0.999240339,0.000264385
232.967133192,0.998521328,0.000264378
232.987566745,0.999314845,0.000264414
233.008000097,0.998983085,0.000264380
233.028433550,0.999325156,0.000264401
233.048867102,0.998951495,0.000264437
233.069300454,0.998763382,0.000264394
233.089733905,0.998822987,0.000264436
233.110167356,0.999415278,0.000264478
233.130600807,0.998874068,0.000264390
233.151034258,0.998911560,0.000264430
233.171467708,0.998875260,0.000264434
233.191901158,0.999721408,0.000264567
233.212334608,0.999787927,0.000264542
233.232768058,0.999331355,0.000264409
233.253201407,0.999368429,0.000264523
233.273634956,0.999164581,0.000264449
233.294068404,0.999494672,0.000264597
233.314501752,0.999306858,0.000264492
233.334935300,0.999023557,0.000264509
233.355368748,0.998936653,0.000264502
233.375802095,0.998982787,0.000264531
233.396235542,0.999201238,0.000264429
233.416669089,0.999154270,0.000264432
233.437102436,0.999104321,0.000264491
233.457535882,0.999700606,0.000264535
233.477969428,0.999910295,0.000264645
233.498402874,0.999668360,0.000264563
233.518836219,0.999944568,0.000264677
233.539269664,0.999184012,0.000264547
233.559703208,0.999381363,0.000264571
233.580136553,0.999633253,0.000264589
233.600569997,0.999073029,0.000264539
233.621003541,0.999679327,0.000264646
233.641436884,0.998999000,0.000264569
233.661870328,0.999745011,0.000264659
233.682303871,0.999217272,0.000264511
233.702737213,0.999711812,0.000264590
233.723170656,0.999291241,0.000264568
233.743604098,0.999613047,0.000264573
233.764037639,0.999569833,0.000264557
233.784470981,0.999292850,0.000264650
233.804904422,0.999537349,0.000264569
233.845771303,0.999693215,0.000264608
233.866204744,0.999692976,0.000264595
233.886638084,0.999974608,0.000264689
233.907071623,0.999982059,0.000264724
233.927505063,0.999415696,0.000264591
233.947938502,0.999482334,0.000264602
233.968371941,0.999809027,0.000264665
233.988805379,1.000625253,0.000264743
234.009238817,1.000009894,0.000264620
234.029672155,0.999943972,0.000264748
234.050105693,0.999844551,0.000264642
234.070539130,0.999648988,0.000264690
234.090972467,0.999735534,0.000264664
234.111406004,0.999591708,0.000264681
234.131839441,1.000099301,0.000264706
234.152272777,0.999847531,0.000264758
234.172706213,0.999765575,0.000264630
234.193139748,0.999743402,0.000264646
234.213573183,0.999881089,0.000264634
234.234006518,0.999835074,0.000264736
234.254440053,0.999794722,0.000264665
234.295306821,0.999793708,0.000264716
234.315740255,1.000173211,0.000264711
234.336173689,1.000314116,0.000264770
234.356607122,0.999734342,0.000264717
234.377040555,1.000016570,0.000264696
234.397473987,0.999780595,0.000264713
234.417907420,0.999955356,0.000264748
234.438340752,1.000041723,0.000264694
234.458774283,0.999617636,0.000264708
234.479207715,0.999537110,0.000264705
234.499641146,0.999958217,0.000264748
234.520074477,1.000029445,0.000264762
234.540508007,0.999931633,0.000264773
234.560941437,1.000448585,0.000264760
234.581374767,1.000549912,0.000264759
234.601808197,0.999833941,0.000264783
234.622241726,1.000076532,0.000264717
234.642675055,1.000369072,0.000264773
234.663108484,0.999733746,0.000264639
234.683542013,1.000425696,0.000264728
234.703975341,1.000274420,0.000264733
234.724408769,1.000555754,0.000264800
234.744842296,1.000506401,0.000264723
234.765275624,1.000091076,0.000264768
234.785709051,1.000353217,0.000264759
234.806142477,1.000041008,0.000264741
234.826576004,1.000223041,0.000264754
234.847009330,1.000291109,0.000264742
234.867442756,1.000494242,0.000264734
234.887876281,0.999654055,0.000264629
234.908309606,1.000204086,0.000264755
234.928743031,0.999799192,0.000264701
234.949176456,1.001001954,0.000264801
234.969609880,0.999873757,0.000264767
234.990043304,0.999945641,0.000264727
235.010476728,1.000520587,0.000264750
235.030910151,1.000177503,0.000264751
235.051343574,1.000181675,0.000264760
235.071776997,1.000331044,0.000264766
235.092210320,1.000070572,0.000264751
235.112643842,1.000446200,0.000264804
235.133077264,1.000302553,0.000264778
235.153510586,1.000362039,0.000264799
235.173944107,1.000794411,0.000264789
235.214810849,1.000319123,0.000264803
235.255677790,1.000378489,0.000264697
235.276111210,1.000561714,0.000264733
235.296544529,0.999877691,0.000264764
235.316978049,1.000670433,0.000264769
235.337411468,1.000199199,0.000264785
235.357844786,1.000261784,0.000264788
235.378278205,1.000470519,0.000264841
235.398711723,1.000563860,0.000264861
235.419145041,1.000314951,0.000264836
235.439578458,1.000729680,0.000264834
235.460011976,1.000331283,0.000264822
235.480445293,1.000251770,0.000264831
235.500878709,1.000509024,0.000264799
235.521312126,1.000557661,0.000264807
235.541745542,1.000649214,0.000264816
235.562178958,1.000494123,0.000264812
235.582612373,1.000163674,0.000264750
235.603045888,1.000430346,0.000264817
235.623479203,1.001024842,0.000264865
235.643912618,1.000610709,0.000264828
235.664345932,1.001195788,0.000264890
235.684779446,1.000896573,0.000264875
235.705212860,1.000682712,0.000264854
235.725646273,1.000585556,0.000264859
235.746079686,1.001083136,0.000264891
235.786946512,1.000524879,0.000264872
235.807379824,1.000728846,0.000264883
235.827813336,1.001149893,0.000264861
235.848246647,1.000314355,0.000264817
235.868680059,1.001206160,0.000264886
235.889113570,1.000901699,0.000264806
235.909546881,1.000955105,0.000264870
235.929980291,1.000461221,0.000264812
235.950413801,1.000483394,0.000264841
235.970847111,1.001000643,0.000264891
235.991280521,1.000528455,0.000264848
236.011713930,1.001257300,0.000264856
236.032147339,1.000929952,0.000264858
236.052580748,1.000663400,0.000264845
236.073014156,1.000970244,0.000264860
236.093447564,1.001098871,0.000264896
236.134314379,1.000496984,0.000264831
236.154747687,1.001899481,0.000264951
236.175181194,1.000834107,0.000264874
236.195614600,1.001082897,0.000264874
236.216047907,1.001740813,0.000264890
236.236481413,1.001205921,0.000264905
236.256914819,1.001230836,0.000264876
236.277348124,1.001461625,0.000264898
236.297781529,1.001241326,0.000264922
236.318215034,1.001092076,0.000264903
236.338648439,1.001718283,0.000264931
236.359081743,1.001285076,0.000264875
236.379515247,1.001182556,0.000264872
236.399948651,1.001186013,0.000264891
236.420381954,1.001177669,0.000264904
236.440815357,1.000874639,0.000264879
236.461248860,1.001517773,0.000264918
236.481682163,1.001522183,0.000264938
236.502115565,1.000986218,0.000264909
236.522549067,1.000852704,0.000264865
236.542982368,1.001407862,0.000264910
236.563415770,1.001549721,0.000264907
236.583849171,1.001293063,0.000264870
236.604282672,1.000790119,0.000264881
236.624715972,1.001099467,0.000264910
236.645149372,1.000638604,0.000264842
236.665582872,1.001173854,0.000264900
236.686016172,1.001295924,0.000264924
236.706449571,1.001318216,0.000264870
236.726882870,1.000926375,0.000264899
236.747316369,1.001202703,0.000264905
236.767749767,1.001458883,0.000264923
236.788183165,1.001306415,0.000264901
236.808616563,1.001691341,0.000264958
236.829049960,1.001340270,0.000264902
236.849483358,1.000919342,0.000264879
236.869916655,1.001703382,0.000264941
236.890350151,1.001171827,0.000264875
236.931216844,1.001341105,0.000264947
236.951650339,1.001736045,0.000264973
236.972083735,1.001048207,0.000264919
236.992517030,1.001276135,0.000264929
237.012950425,1.001339078,0.000264936
237.033383920,1.001357913,0.000264925
237.053817214,1.001351595,0.000264949
237.074250608,1.001236677,0.000264935
237.094684102,1.001367211,0.000264915
237.115117495,1.001784682,0.000264962
237.135550788,1.001794815,0.000264984
237.155984281,1.001049757,0.000264908
237.176417674,1.001112938,0.000264932
237.196850966,1.000842810,0.000264894
237.217284358,1.001236558,0.000264896
237.237717849,1.001453400,0.000264956
237.258151141,1.001589417,0.000264967
237.278584532,1.001704693,0.000264940
237.299017923,1.001316547,0.000264948
237.319451313,1.001584053,0.000264956
237.339884703,1.001455426,0.000264928
237.360317993,1.001417637,0.000264921
237.380751483,1.001289248,0.000264924
237.401184872,1.000934601,0.000264883
237.421618161,1.001729846,0.000264961
237.442051650,1.001461506,0.000264936
237.462485038,1.001413107,0.000264909
237.482918326,1.001226306,0.000264936
237.503351714,1.000673056,0.000264879
237.523785202,1.001030087,0.000264912
237.544218489,1.001443505,0.000264946
237.564651876,1.001308441,0.000264954
237.585085363,1.001320362,0.000264921
237.605518649,1.001844049,0.000264970
237.625952035,1.001206756,0.000264946
237.646385421,1.001593828,0.000264955
237.666818906,1.001260877,0.000264916
237.687252192,1.001525640,0.000264968
237.707685576,1.001181006,0.000264933
237.728119061,1.001211643,0.000264913
237.748552345,1.001236200,0.000264962
237.768985729,1.000518203,0.000264879
237.789419113,1.000807643,0.000264877
237.809852497,1.001362324,0.000264946
237.830285880,1.001666188,0.000264965
237.850719263,1.001084208,0.000264888
237.871152645,1.002064705,0.000264998
237.891586027,1.001831174,0.000264975
237.912019409,1.001176953,0.000264927
237.932452691,1.001543760,0.000264988
237.952886172,1.001586914,0.000264966
237.973319553,1.000927329,0.000264891
237.993752834,1.001416922,0.000264943
238.014186315,1.001950502,0.000264993
238.034619695,1.001939893,0.000264993
238.055052975,1.001269460,0.000264957
238.075486354,1.001608491,0.000264980
238.095919834,1.001256943,0.000264946
238.116353113,1.002976060,0.000265093
238.136786492,1.000991225,0.000264941
238.157219970,1.001701117,0.000264974
238.177653348,1.001081347,0.000264964
238.198086626,1.000982404,0.000264949
238.218520004,1.001433730,0.000264949
238.238953481,1.001301765,0.000264954
